Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP,dollar ,Employment (in 000),as % of sector GDP,as % of sector employment,,
Viet Nam,VIE,Transport services,245213.6864,"Additional impact under Shorter containment, smaller demand shock",-0.03,68.91,12.00,-0.82,-0.89,,
Viet Nam,VIE,_All,245213.6864,"Additional impact under Shorter containment, smaller demand shock",-1.05,2586.09,600.00,-1.05,-1.12,,
Kazakhstan,KAZ,"Agriculture, Mining and Quarrying",179339.9949,"Additional impact under Shorter containment, smaller demand shock",-0.14,248.26,108.00,-0.64,-1.82,,
Kazakhstan,KAZ,"Business, Trade, Personal, and Public Services",179339.9949,"Additional impact under Shorter containment, smaller demand shock",-0.71,1271.15,46.00,-1.59,-1.73,,
Kazakhstan,KAZ,Hotel and restaurants and Other Personal Services,179339.9949,"Additional impact under Shorter containment, smaller demand shock",-0.08,142.87,5.00,-1.99,-1.98,,
Kazakhstan,KAZ,"Light/Heavy Manufacturing, Utilities, and Construction",179339.9949,"Additional impact under Shorter containment, smaller demand shock",-0.29,526.55,28.00,-1.40,-1.56,,
Kazakhstan,KAZ,Transport services,179339.9949,"Additional impact under Shorter containment, smaller demand shock",-0.12,211.28,4.00,-1.35,-1.29,,
Kazakhstan,KAZ,_All,179339.9949,"Additional impact under Shorter containment, smaller demand shock",-1.34,2400.11,190.00,-1.34,-1.74,,
Mongolia,MON,"Agriculture, Mining and Quarrying",13066.74914,"Additional impact under Shorter containment, smaller demand shock",-0.22,28.41,5.00,-0.56,-1.27,,
Mongolia,MON,"Business, Trade, Personal, and Public Services",13066.74914,"Additional impact under Shorter containment, smaller demand shock",-0.50,65.20,6.00,-1.34,-1.34,,
Mongolia,MON,Hotel and restaurants and Other Personal Services,13066.74914,"Additional impact under Shorter containment, smaller demand shock",-0.03,4.04,1.00,-1.34,-1.30,,
Mongolia,MON,"Light/Heavy Manufacturing, Utilities, and Construction",13066.74914,"Additional impact under Shorter containment, smaller demand shock",-0.22,28.12,3.00,-1.32,-1.38,,
Mongolia,MON,Transport services,13066.74914,"Additional impact under Shorter containment, smaller demand shock",-0.06,7.47,1.00,-1.09,-1.05,,
Mongolia,MON,_All,13066.74914,"Additional impact under Shorter containment, smaller demand shock",-1.02,133.24,16.00,-1.02,-1.31,,
Sri Lanka,SRI,"Agriculture, Mining and Quarrying",88900.77086,"Additional impact under Shorter containment, smaller demand shock",-0.18,158.00,41.00,-1.51,-1.57,,
Sri Lanka,SRI,"Business, Trade, Personal, and Public Services",88900.77086,"Additional impact under Shorter containment, smaller demand shock",-0.72,637.49,57.00,-1.90,-1.91,,
Sri Lanka,SRI,Hotel and restaurants and Other Personal Services,88900.77086,"Additional impact under Shorter containment, smaller demand shock",-0.25,226.47,9.00,-2.02,-1.87,,
Sri Lanka,SRI,"Light/Heavy Manufacturing, Utilities, and Construction",88900.77086,"Additional impact under Shorter containment, smaller demand shock",-0.42,369.99,31.00,-1.57,-1.46,,
Sri Lanka,SRI,Transport services,88900.77086,"Additional impact under Shorter containment, smaller demand shock",-0.19,165.48,8.00,-1.64,-1.64,,
Sri Lanka,SRI,_All,88900.77086,"Additional impact under Shorter containment, smaller demand shock",-1.75,1557.43,145.00,-1.75,-1.68,,
Pakistan,PAK,"Agriculture, Mining and Quarrying",314588.2105,"Additional impact under Shorter containment, smaller demand shock",-0.51,1589.72,584.00,-1.89,-1.88,,
Pakistan,PAK,"Business, Trade, Personal, and Public Services",314588.2105,"Additional impact under Shorter containment, smaller demand shock",-0.86,2707.04,331.00,-2.03,-2.05,,
Pakistan,PAK,Hotel and restaurants and Other Personal Services,314588.2105,"Additional impact under Shorter containment, smaller demand shock",-0.09,291.28,31.00,-2.09,-2.09,,
Pakistan,PAK,"Light/Heavy Manufacturing, Utilities, and Construction",314588.2105,"Additional impact under Shorter containment, smaller demand shock",-0.31,982.64,171.00,-1.85,-1.93,,
Pakistan,PAK,Transport services,314588.2105,"Additional impact under Shorter containment, smaller demand shock",-0.20,623.16,33.00,-2.08,-2.03,,
Pakistan,PAK,_All,314588.2105,"Additional impact under Shorter containment, smaller demand shock",-1.97,6193.83,1151.00,-1.97,-1.95,,
Fiji,FIJ,"Agriculture, Mining and Quarrying",5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.19,10.48,3.00,-1.68,-1.65,,
Fiji,FIJ,"Business, Trade, Personal, and Public Services",5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.99,54.77,2.00,-1.77,-1.75,,
Fiji,FIJ,Hotel and restaurants and Other Personal Services,5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.01,0.56,0.00,-0.14,-0.60,,
Fiji,FIJ,"Light/Heavy Manufacturing, Utilities, and Construction",5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.25,14.02,1.00,-1.48,-1.57,,
Fiji,FIJ,Transport services,5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.04,2.45,0.00,-0.53,-0.63,,
Fiji,FIJ,_All,5536.759659,"Additional impact under Shorter containment, smaller demand shock",-1.49,82.28,5.00,-1.49,-1.61,,
Lao People's Democratic Republic,LAO,"Agriculture, Mining and Quarrying",17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.29,52.40,30.00,-1.18,-1.46,,
Lao People's Democratic Republic,LAO,"Business, Trade, Personal, and Public Services",17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.66,118.50,17.00,-1.62,-1.60,,
Lao People's Democratic Republic,LAO,Hotel and restaurants and Other Personal Services,17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.09,15.66,2.00,-1.87,-1.87,,
Lao People's Democratic Republic,LAO,"Light/Heavy Manufacturing, Utilities, and Construction",17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.24,43.09,8.00,-0.85,-1.28,,
Lao People's Democratic Republic,LAO,Transport services,17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.02,3.22,1.00,-1.16,-1.22,,
Lao People's Democratic Republic,LAO,_All,17953.78642,"Additional impact under Shorter containment, smaller demand shock",-1.30,232.87,59.00,-1.30,-1.47,,
Brunei Darussalam,BRU,"Agriculture, Mining and Quarrying",13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.25,34.05,1.00,-0.55,-1.40,,
Brunei Darussalam,BRU,"Business, Trade, Personal, and Public Services",13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.49,65.85,1.00,-1.47,-1.41,,
Brunei Darussalam,BRU,Hotel and restaurants and Other Personal Services,13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.02,3.18,0.00,-1.18,-1.19,,
Brunei Darussalam,BRU,"Light/Heavy Manufacturing, Utilities, and Construction",13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.11,14.45,0.00,-0.62,-1.25,,
Brunei Darussalam,BRU,Transport services,13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.01,0.68,0.00,-0.30,-0.38,,
Brunei Darussalam,BRU,_All,13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.87,118.20,3.00,-0.87,-1.35,,
Bhutan,BHU,"Agriculture, Mining and Quarrying",2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.37,9.27,5.00,-1.61,-1.73,,
Bhutan,BHU,"Business, Trade, Personal, and Public Services",2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.48,12.08,2.00,-1.66,-1.60,,
Bhutan,BHU,Hotel and restaurants and Other Personal Services,2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.02,0.42,0.00,-0.62,-0.99,,
Bhutan,BHU,"Light/Heavy Manufacturing, Utilities, and Construction",2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.53,13.53,1.00,-1.39,-1.59,,
Bhutan,BHU,Transport services,2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.10,2.64,0.00,-1.38,-1.29,,
Bhutan,BHU,_All,2534.965163,"Additional impact under Shorter containment, smaller demand shock",-1.50,37.94,8.00,-1.50,-1.65,,
Kyrgyz Republic,KGZ,"Agriculture, Mining and Quarrying",8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.24,19.26,21.00,-1.47,-1.52,,
Kyrgyz Republic,KGZ,"Business, Trade, Personal, and Public Services",8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.84,68.05,13.00,-1.74,-1.71,,
Kyrgyz Republic,KGZ,Hotel and restaurants and Other Personal Services,8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.08,6.36,1.00,-2.01,-2.02,,
Kyrgyz Republic,KGZ,"Light/Heavy Manufacturing, Utilities, and Construction",8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.34,27.84,6.00,-1.28,-1.33,,
Kyrgyz Republic,KGZ,Transport services,8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.06,4.97,1.00,-1.32,-1.32,,
Kyrgyz Republic,KGZ,_All,8092.836609,"Additional impact under Shorter containment, smaller demand shock",-1.56,126.47,42.00,-1.56,-1.55,,
Cambodia,CAM,"Agriculture, Mining and Quarrying",24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.37,89.84,75.00,-1.43,-1.42,,
Cambodia,CAM,"Business, Trade, Personal, and Public Services",24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.37,90.95,40.00,-1.34,-1.42,,
Cambodia,CAM,Hotel and restaurants and Other Personal Services,24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.09,21.46,3.00,-1.08,-1.27,,
Cambodia,CAM,"Light/Heavy Manufacturing, Utilities, and Construction",24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.35,84.77,20.00,-1.05,-1.35,,
Cambodia,CAM,Transport services,24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.06,14.67,0.00,-1.03,-1.03,,
Cambodia,CAM,_All,24542.47406,"Additional impact under Shorter containment, smaller demand shock",-1.23,301.70,138.00,-1.23,-1.41,,
Maldives,MLD,"Agriculture, Mining and Quarrying",5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.02,1.25,1.00,-0.93,-0.93,,
Maldives,MLD,"Business, Trade, Personal, and Public Services",5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.47,25.06,1.00,-1.43,-1.41,,
Maldives,MLD,Hotel and restaurants and Other Personal Services,5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.03,1.76,0.00,-0.15,-0.30,,
Maldives,MLD,"Light/Heavy Manufacturing, Utilities, and Construction",5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.59,31.55,0.00,-1.58,-1.50,,
Maldives,MLD,Transport services,5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.03,1.58,0.00,-0.60,-0.57,,
Maldives,MLD,_All,5327.45715,"Additional impact under Shorter containment, smaller demand shock",-1.15,61.20,2.00,-1.15,-1.12,,
Nepal,NEP,"Agriculture, Mining and Quarrying",29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.52,152.45,165.00,-1.71,-1.71,,
Nepal,NEP,"Business, Trade, Personal, and Public Services",29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.78,227.82,100.00,-1.82,-1.79,,
Nepal,NEP,Hotel and restaurants and Other Personal Services,29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.07,20.96,8.00,-1.53,-1.58,,
Nepal,NEP,"Light/Heavy Manufacturing, Utilities, and Construction",29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.25,73.65,51.00,-1.75,-1.73,,
Nepal,NEP,Transport services,29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.12,34.43,5.00,-1.72,-1.21,,
Nepal,NEP,_All,29040.39898,"Additional impact under Shorter containment, smaller demand shock",-1.75,509.30,329.00,-1.75,-1.72,,
Singapore,SIN,"Agriculture, Mining and Quarrying",364156.6578,"Additional impact under Shorter containment, smaller demand shock",0.00,0.98,0.00,-1.08,-1.08,,
Singapore,SIN,"Business, Trade, Personal, and Public Services",364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.53,1918.99,23.00,-0.85,-0.87,,
Singapore,SIN,Hotel and restaurants and Other Personal Services,364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.10,355.02,8.00,-1.96,-1.91,,
Singapore,SIN,"Light/Heavy Manufacturing, Utilities, and Construction",364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.16,565.35,5.00,-0.59,-0.70,,
Singapore,SIN,Transport services,364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.03,113.64,2.00,-0.45,-0.45,,
Singapore,SIN,_All,364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.81,2953.98,38.00,-0.81,-0.91,,
"Hong Kong, China",HKG,"Agriculture, Mining and Quarrying",362682.0182,"Additional impact under Shorter containment, smaller demand shock",0.00,3.38,0.00,-1.37,-1.37,,
"Hong Kong, China",HKG,"Business, Trade, Personal, and Public Services",362682.0182,"Additional impact under Shorter containment, smaller demand shock",-0.84,3050.34,28.00,-1.05,-1.16,,
"Hong Kong, China",HKG,Hotel and restaurants and Other Personal Services,362682.0182,"Additional impact under Shorter containment, smaller demand shock",-0.11,385.62,15.00,-1.52,-1.64,,
"Hong Kong, China",HKG,"Light/Heavy Manufacturing, Utilities, and Construction",362682.0182,"Additional impact under Shorter containment, smaller demand shock",-0.12,442.82,9.00,-1.62,-1.55,,
"Hong Kong, China",HKG,Transport services,362682.0182,"Additional impact under Shorter containment, smaller demand shock",-0.03,126.74,2.00,-0.62,-0.61,,
"Hong Kong, China",HKG,_All,362682.0182,"Additional impact under Shorter containment, smaller demand shock",-1.11,4008.90,54.00,-1.11,-1.28,,
"Taipei,China",TAP,"Agriculture, Mining and Quarrying",608186,"Additional impact under Longer containment, larger demand shock",-0.06,393.39,22.00,-3.73,-3.83,,
"Taipei,China",TAP,"Business, Trade, Personal, and Public Services",608186,"Additional impact under Longer containment, larger demand shock",-2.15,13058.26,204.00,-4.10,-3.94,,
"Taipei,China",TAP,Hotel and restaurants and Other Personal Services,608186,"Additional impact under Longer containment, larger demand shock",-0.27,1653.77,72.00,-4.03,-3.96,,
"Taipei,China",TAP,"Light/Heavy Manufacturing, Utilities, and Construction",608186,"Additional impact under Longer containment, larger demand shock",-0.58,3535.07,110.00,-1.60,-2.45,,
"Taipei,China",TAP,Transport services,608186,"Additional impact under Longer containment, larger demand shock",-0.06,356.40,9.00,-2.09,-1.88,,
"Taipei,China",TAP,_All,608186,"Additional impact under Longer containment, larger demand shock",-3.12,18996.90,417.00,-3.12,-3.32,,
Bangladesh,BAN,"Agriculture, Mining and Quarrying",274024.959,"Additional impact under Longer containment, larger demand shock",-0.68,1869.79,1254.00,-4.36,-4.32,,
Bangladesh,BAN,"Business, Trade, Personal, and Public Services",274024.959,"Additional impact under Longer containment, larger demand shock",-1.66,4557.73,784.00,-4.55,-4.66,,
Bangladesh,BAN,Hotel and restaurants and Other Personal Services,274024.959,"Additional impact under Longer containment, larger demand shock",-0.50,1373.86,140.00,-4.58,-4.55,,
Bangladesh,BAN,"Light/Heavy Manufacturing, Utilities, and Construction",274024.959,"Additional impact under Longer containment, larger demand shock",-1.20,3278.50,650.00,-4.22,-3.92,,
Bangladesh,BAN,Transport services,274024.959,"Additional impact under Longer containment, larger demand shock",-0.39,1058.15,213.00,-4.57,-4.57,,
Bangladesh,BAN,_All,274024.959,"Additional impact under Longer containment, larger demand shock",-4.43,12138.03,3041.00,-4.43,-4.33,,
Malaysia,MAL,"Agriculture, Mining and Quarrying",358581.9434,"Additional impact under Longer containment, larger demand shock",-0.34,1213.44,52.00,-2.04,-2.70,,
Malaysia,MAL,"Business, Trade, Personal, and Public Services",358581.9434,"Additional impact under Longer containment, larger demand shock",-1.65,5911.15,374.00,-3.58,-3.66,,
Malaysia,MAL,Hotel and restaurants and Other Personal Services,358581.9434,"Additional impact under Longer containment, larger demand shock",-0.21,743.40,45.00,-3.98,-3.96,,
Malaysia,MAL,"Light/Heavy Manufacturing, Utilities, and Construction",358581.9434,"Additional impact under Longer containment, larger demand shock",-0.61,2174.64,94.00,-2.12,-2.41,,
Malaysia,MAL,Transport services,358581.9434,"Additional impact under Longer containment, larger demand shock",-0.09,322.60,17.00,-2.56,-2.57,,
Malaysia,MAL,_All,358581.9434,"Additional impact under Longer containment, larger demand shock",-2.89,10365.23,582.00,-2.89,-3.26,,
Philippines,PHI,"Agriculture, Mining and Quarrying",330910.3436,"Additional impact under Longer containment, larger demand shock",-0.41,1341.72,481.00,-4.01,-4.04,,
Philippines,PHI,"Business, Trade, Personal, and Public Services",330910.3436,"Additional impact under Longer containment, larger demand shock",-2.22,7347.76,903.00,-4.25,-4.32,,
Philippines,PHI,Hotel and restaurants and Other Personal Services,330910.3436,"Additional impact under Longer containment, larger demand shock",-0.14,472.39,72.00,-3.46,-3.38,,
Philippines,PHI,"Light/Heavy Manufacturing, Utilities, and Construction",330910.3436,"Additional impact under Longer containment, larger demand shock",-1.22,4038.16,326.00,-4.08,-4.31,,
Philippines,PHI,Transport services,330910.3436,"Additional impact under Longer containment, larger demand shock",-0.14,477.09,50.00,-4.03,-4.07,,
Philippines,PHI,_All,330910.3436,"Additional impact under Longer containment, larger demand shock",-4.13,13677.12,1832.00,-4.13,-4.19,,
Thailand,THA,"Agriculture, Mining and Quarrying",504992.7577,"Additional impact under Longer containment, larger demand shock",-0.20,1010.79,448.00,-2.48,-2.47,,
Thailand,THA,"Business, Trade, Personal, and Public Services",504992.7577,"Additional impact under Longer containment, larger demand shock",-1.65,8307.83,525.00,-3.52,-3.59,,
Thailand,THA,Hotel and restaurants and Other Personal Services,504992.7577,"Additional impact under Longer containment, larger demand shock",-0.44,2196.90,57.00,-3.28,-3.20,,
Thailand,THA,"Light/Heavy Manufacturing, Utilities, and Construction",504992.7577,"Additional impact under Longer containment, larger demand shock",-0.83,4196.67,250.00,-2.90,-3.06,,
Thailand,THA,Transport services,504992.7577,"Additional impact under Longer containment, larger demand shock",-0.08,395.06,51.00,-2.44,-2.40,,
Thailand,THA,_All,504992.7577,"Additional impact under Longer containment, larger demand shock",-3.19,16107.26,1331.00,-3.19,-2.97,,
Viet Nam,VIE,"Agriculture, Mining and Quarrying",245213.6864,"Additional impact under Longer containment, larger demand shock",-0.33,816.72,624.00,-2.12,-2.41,,
Viet Nam,VIE,"Business, Trade, Personal, and Public Services",245213.6864,"Additional impact under Longer containment, larger demand shock",-1.23,3010.77,416.00,-3.65,-4.25,,
Viet Nam,VIE,Hotel and restaurants and Other Personal Services,245213.6864,"Additional impact under Longer containment, larger demand shock",-0.16,388.93,94.00,-3.35,-3.31,,
Viet Nam,VIE,"Light/Heavy Manufacturing, Utilities, and Construction",245213.6864,"Additional impact under Longer containment, larger demand shock",-1.04,2557.61,414.00,-2.46,-3.03,,
Viet Nam,VIE,Transport services,245213.6864,"Additional impact under Longer containment, larger demand shock",-0.07,178.43,32.00,-2.11,-2.29,,
Viet Nam,VIE,_All,245213.6864,"Additional impact under Longer containment, larger demand shock",-2.84,6952.47,1580.00,-2.84,-2.95,,
Kazakhstan,KAZ,"Agriculture, Mining and Quarrying",179339.9949,"Additional impact under Longer containment, larger demand shock",-0.36,651.75,276.00,-1.67,-4.66,,
Kazakhstan,KAZ,"Business, Trade, Personal, and Public Services",179339.9949,"Additional impact under Longer containment, larger demand shock",-1.93,3462.92,127.00,-4.33,-4.79,,
Kazakhstan,KAZ,Hotel and restaurants and Other Personal Services,179339.9949,"Additional impact under Longer containment, larger demand shock",-0.20,363.16,14.00,-5.05,-5.03,,
Kazakhstan,KAZ,"Light/Heavy Manufacturing, Utilities, and Construction",179339.9949,"Additional impact under Longer containment, larger demand shock",-0.83,1490.98,79.00,-3.96,-4.39,,
Kazakhstan,KAZ,Transport services,179339.9949,"Additional impact under Longer containment, larger demand shock",-0.32,568.81,10.00,-3.64,-3.47,,
Kazakhstan,KAZ,_All,179339.9949,"Additional impact under Longer containment, larger demand shock",-3.65,6537.62,505.00,-3.65,-4.63,,
Mongolia,MON,"Agriculture, Mining and Quarrying",13066.74914,"Additional impact under Longer containment, larger demand shock",-0.61,79.27,14.00,-1.57,-3.48,,
Mongolia,MON,"Business, Trade, Personal, and Public Services",13066.74914,"Additional impact under Longer containment, larger demand shock",-1.38,180.36,18.00,-3.70,-3.81,,
Mongolia,MON,Hotel and restaurants and Other Personal Services,13066.74914,"Additional impact under Longer containment, larger demand shock",-0.08,10.78,3.00,-3.56,-3.41,,
Mongolia,MON,"Light/Heavy Manufacturing, Utilities, and Construction",13066.74914,"Additional impact under Longer containment, larger demand shock",-0.59,76.93,9.00,-3.60,-3.87,,
Mongolia,MON,Transport services,13066.74914,"Additional impact under Longer containment, larger demand shock",-0.15,19.78,2.00,-2.88,-2.79,,
Mongolia,MON,_All,13066.74914,"Additional impact under Longer containment, larger demand shock",-2.81,367.12,46.00,-2.81,-3.64,,
Sri Lanka,SRI,"Agriculture, Mining and Quarrying",88900.77086,"Additional impact under Longer containment, larger demand shock",-0.46,409.85,105.00,-3.92,-4.02,,
Sri Lanka,SRI,"Business, Trade, Personal, and Public Services",88900.77086,"Additional impact under Longer containment, larger demand shock",-1.96,1740.01,161.00,-5.17,-5.43,,
Sri Lanka,SRI,Hotel and restaurants and Other Personal Services,88900.77086,"Additional impact under Longer containment, larger demand shock",-0.65,582.02,22.00,-5.19,-4.75,,
Sri Lanka,SRI,"Light/Heavy Manufacturing, Utilities, and Construction",88900.77086,"Additional impact under Longer containment, larger demand shock",-1.16,1031.64,86.00,-4.39,-4.06,,
Sri Lanka,SRI,Transport services,88900.77086,"Additional impact under Longer containment, larger demand shock",-0.48,428.34,21.00,-4.25,-4.25,,
Sri Lanka,SRI,_All,88900.77086,"Additional impact under Longer containment, larger demand shock",-4.72,4191.87,395.00,-4.72,-4.57,,
Pakistan,PAK,"Agriculture, Mining and Quarrying",314588.2105,"Additional impact under Longer containment, larger demand shock",-1.28,4036.00,1480.00,-4.79,-4.77,,
Pakistan,PAK,"Business, Trade, Personal, and Public Services",314588.2105,"Additional impact under Longer containment, larger demand shock",-2.31,7254.34,885.00,-5.44,-5.48,,
Pakistan,PAK,Hotel and restaurants and Other Personal Services,314588.2105,"Additional impact under Longer containment, larger demand shock",-0.24,753.17,80.00,-5.40,-5.40,,
Pakistan,PAK,"Light/Heavy Manufacturing, Utilities, and Construction",314588.2105,"Additional impact under Longer containment, larger demand shock",-0.85,2660.37,480.00,-5.01,-5.43,,
Pakistan,PAK,Transport services,314588.2105,"Additional impact under Longer containment, larger demand shock",-0.51,1595.97,85.00,-5.32,-5.22,,
Pakistan,PAK,_All,314588.2105,"Additional impact under Longer containment, larger demand shock",-5.18,16299.86,3012.00,-5.18,-5.09,,
Fiji,FIJ,"Agriculture, Mining and Quarrying",5536.759659,"Additional impact under Longer containment, larger demand shock",-0.49,27.02,7.00,-4.32,-4.23,,
Fiji,FIJ,"Business, Trade, Personal, and Public Services",5536.759659,"Additional impact under Longer containment, larger demand shock",-2.73,151.18,5.00,-4.89,-4.76,,
Fiji,FIJ,Hotel and restaurants and Other Personal Services,5536.759659,"Additional impact under Longer containment, larger demand shock",-0.03,1.46,0.00,-0.35,-1.57,,
Fiji,FIJ,"Light/Heavy Manufacturing, Utilities, and Construction",5536.759659,"Additional impact under Longer containment, larger demand shock",-0.69,38.39,2.00,-4.05,-4.44,,
Fiji,FIJ,Transport services,5536.759659,"Additional impact under Longer containment, larger demand shock",-0.11,6.30,0.00,-1.37,-1.64,,
Fiji,FIJ,_All,5536.759659,"Additional impact under Longer containment, larger demand shock",-4.05,224.34,14.00,-4.05,-4.26,,
Lao People's Democratic Republic,LAO,"Agriculture, Mining and Quarrying",17953.78642,"Additional impact under Longer containment, larger demand shock",-0.74,132.69,75.00,-2.99,-3.65,,
Lao People's Democratic Republic,LAO,"Business, Trade, Personal, and Public Services",17953.78642,"Additional impact under Longer containment, larger demand shock",-1.79,320.71,45.00,-4.39,-4.24,,
Lao People's Democratic Republic,LAO,Hotel and restaurants and Other Personal Services,17953.78642,"Additional impact under Longer containment, larger demand shock",-0.22,39.31,5.00,-4.70,-4.70,,
Lao People's Democratic Republic,LAO,"Light/Heavy Manufacturing, Utilities, and Construction",17953.78642,"Additional impact under Longer containment, larger demand shock",-0.68,121.84,23.00,-2.39,-3.51,,
Lao People's Democratic Republic,LAO,Transport services,17953.78642,"Additional impact under Longer containment, larger demand shock",-0.05,8.68,4.00,-3.13,-3.31,,
Lao People's Democratic Republic,LAO,_All,17953.78642,"Additional impact under Longer containment, larger demand shock",-3.47,623.25,151.00,-3.47,-3.80,,
Brunei Darussalam,BRU,"Agriculture, Mining and Quarrying",13567.35118,"Additional impact under Longer containment, larger demand shock",-0.76,102.98,4.00,-1.65,-3.92,,
Brunei Darussalam,BRU,"Business, Trade, Personal, and Public Services",13567.35118,"Additional impact under Longer containment, larger demand shock",-1.43,193.92,2.00,-4.32,-4.07,,
Brunei Darussalam,BRU,Hotel and restaurants and Other Personal Services,13567.35118,"Additional impact under Longer containment, larger demand shock",-0.06,8.58,0.00,-3.19,-3.21,,
Brunei Darussalam,BRU,"Light/Heavy Manufacturing, Utilities, and Construction",13567.35118,"Additional impact under Longer containment, larger demand shock",-0.31,42.30,1.00,-1.80,-3.74,,
Brunei Darussalam,BRU,Transport services,13567.35118,"Additional impact under Longer containment, larger demand shock",-0.01,1.96,0.00,-0.88,-1.10,,
Brunei Darussalam,BRU,_All,13567.35118,"Additional impact under Longer containment, larger demand shock",-2.58,349.74,8.00,-2.58,-3.83,,
Bhutan,BHU,"Agriculture, Mining and Quarrying",2534.965163,"Additional impact under Longer containment, larger demand shock",-0.95,24.04,12.00,-4.17,-4.44,,
Bhutan,BHU,"Business, Trade, Personal, and Public Services",2534.965163,"Additional impact under Longer containment, larger demand shock",-1.37,34.76,6.00,-4.76,-4.50,,
Bhutan,BHU,Hotel and restaurants and Other Personal Services,2534.965163,"Additional impact under Longer containment, larger demand shock",-0.05,1.15,0.00,-1.71,-2.61,,
Bhutan,BHU,"Light/Heavy Manufacturing, Utilities, and Construction",2534.965163,"Additional impact under Longer containment, larger demand shock",-1.59,40.29,3.00,-4.15,-4.51,,
Bhutan,BHU,Transport services,2534.965163,"Additional impact under Longer containment, larger demand shock",-0.29,7.44,1.00,-3.91,-3.63,,
Bhutan,BHU,_All,2534.965163,"Additional impact under Longer containment, larger demand shock",-4.25,107.69,21.00,-4.25,-4.39,,
Kyrgyz Republic,KGZ,"Agriculture, Mining and Quarrying",8092.836609,"Additional impact under Longer containment, larger demand shock",-0.60,48.84,54.00,-3.73,-3.86,,
Kyrgyz Republic,KGZ,"Business, Trade, Personal, and Public Services",8092.836609,"Additional impact under Longer containment, larger demand shock",-2.35,189.95,36.00,-4.86,-4.77,,
Kyrgyz Republic,KGZ,Hotel and restaurants and Other Personal Services,8092.836609,"Additional impact under Longer containment, larger demand shock",-0.21,16.93,4.00,-5.34,-5.42,,
Kyrgyz Republic,KGZ,"Light/Heavy Manufacturing, Utilities, and Construction",8092.836609,"Additional impact under Longer containment, larger demand shock",-1.02,82.81,16.00,-3.80,-3.76,,
Kyrgyz Republic,KGZ,Transport services,8092.836609,"Additional impact under Longer containment, larger demand shock",-0.17,13.63,3.00,-3.63,-3.63,,
Kyrgyz Republic,KGZ,_All,8092.836609,"Additional impact under Longer containment, larger demand shock",-4.35,352.16,112.00,-4.35,-4.13,,
Cambodia,CAM,"Agriculture, Mining and Quarrying",24542.47406,"Additional impact under Longer containment, larger demand shock",-0.92,226.75,190.00,-3.60,-3.59,,
Cambodia,CAM,"Business, Trade, Personal, and Public Services",24542.47406,"Additional impact under Longer containment, larger demand shock",-0.97,238.13,105.00,-3.50,-3.74,,
